Artist,Title,Label,Path,choruspath
Avril Lavigne,Keep Holding On,1,Songs/Keep Holding On - Avril Lavigne (lyrics).mp3,Songs/RepeatedPopularChorus/Keep Holding On - Avril Lavigne (lyrics).wav
P!nk,Who Knew,1,Songs/P!nk - Who Knew (Official Video).mp3,Songs/RepeatedPopularChorus/P!nk - Who Knew (Official Video).wav
Gwen Stefani,Wind It Up,1,Songs/Gwen Stefani - Wind It Up.mp3,Songs/RepeatedPopularChorus/Gwen Stefani - Wind It Up.wav
Rihanna,Shut Up And Drive,1,Songs/Rihanna - Shut Up And Drive.mp3,Songs/RepeatedPopularChorus/Rihanna - Shut Up And Drive.wav
Nickelback,Far Away,1,Songs/Nickelback - Far Away [OFFICIAL VIDEO].mp3,Songs/RepeatedPopularChorus/Nickelback - Far Away [OFFICIAL VIDEO].wav
Justin Timberlake,LoveStoned,1,Songs/Justin Timberlake - LoveStoned _ I Think She Knows Interlude (Official Video).mp3,Songs/RepeatedPopularChorus/Justin Timberlake - LoveStoned _ I Think She Knows Interlude (Official Video).wav
Sean Paul,Temperature,1,Songs/Sean Paul - Temperature (Official Video).mp3,Songs/RepeatedPopularChorus/Sean Paul - Temperature (Official Video).wav
The Fray,Over My Head (Cable Car),1,Songs/The Fray - Over My Head (Cable Car) (Video).mp3,Songs/RepeatedPopularChorus/The Fray - Over My Head (Cable Car) (Video).wav
Chris Brown,Run It!,1,Songs/Chris Brown - Run It! (Official HD Video) ft. Juelz Santana.mp3,Songs/RepeatedPopularChorus/Chris Brown - Run It! (Official HD Video) ft.wav
Ne-Yo,So Sick,1,Songs/Ne-Yo - So Sick (Official Music Video).mp3,Songs/RepeatedPopularChorus/Ne-Yo - So Sick (Official Music Video).wav
Rihanna,SOS,1,Songs/Rihanna - SOS (Official Music Video).mp3,Songs/RepeatedPopularChorus/Rihanna - SOS (Official Music Video).wav
Fergie,London Bridge,1,Songs/Fergie - London Bridge (Oh Snap) (Official Music Video).mp3,Songs/RepeatedPopularChorus/Fergie - London Bridge (Oh Snap) (Official Music Video).wav
Rascal Flatts,What Hurts The Most,1,Songs/Rascal Flatts - What Hurts The Most (Official Video).mp3,Songs/RepeatedPopularChorus/Rascal Flatts - What Hurts The Most (Official Video).wav
Rihanna,Unfaithful,1,Songs/Rihanna - Unfaithful (Official Music Video).mp3,Songs/RepeatedPopularChorus/Rihanna - Unfaithful (Official Music Video).wav
Chris Brown,Yo (Excuse Me Miss),1,Songs/Chris Brown - Yo (Excuse Me Miss) (Official Video).mp3,Songs/RepeatedPopularChorus/Chris Brown - Yo (Excuse Me Miss) (Official Video).wav
T.I.,What You Know,1,Songs/What You Know.mp3,Songs/RepeatedPopularChorus/What You Know.wav
Nickelback,Savin' Me,1,Songs/Nickelback - Savin' Me.mp3,Songs/RepeatedPopularChorus/Nickelback - Savin' Me.wav
Ne-Yo,Sexy Love,1,Songs/Ne-Yo - Sexy Love (Official Music Video).mp3,Songs/RepeatedPopularChorus/Ne-Yo - Sexy Love (Official Music Video).wav
Rascal Flatts,Life Is A Highway,1,Songs/Rascal Flatts - Life Is a Highway (From Cars_Official Video).mp3,Songs/RepeatedPopularChorus/Rascal Flatts - Life Is a Highway (From Cars_Official Video).wav
Carrie Underwood,"Jesus, Take The Wheel",1,"Songs/Carrie Underwood - Jesus, Take The Wheel (Official Video).mp3","Songs/RepeatedPopularChorus/Carrie Underwood - Jesus, Take The Wheel (Official Video).wav"
Sean Paul,We Be Burnin',1,Songs/Sean Paul - We Be Burnin' (Recognize It) [Official Video].mp3,Songs/RepeatedPopularChorus/Sean Paul - We Be Burnin' (Recognize It) [Official Video].wav
Chris Brown,Say Goodbye,1,Songs/Chris Brown - Say Goodbye (Official HD Video).mp3,Songs/RepeatedPopularChorus/Chris Brown - Say Goodbye (Official HD Video).wav
Eminem,When I'm Gone,1,Songs/Eminem - When I'm Gone (Official Music Video).mp3,Songs/RepeatedPopularChorus/Eminem - When I'm Gone (Official Music Video).wav
Ne-Yo,When You're Mad,1,Songs/Ne-Yo - When You're Mad (Official Music Video).mp3,Songs/RepeatedPopularChorus/Ne-Yo - When You're Mad (Official Music Video).wav
P!nk,Stupid Girls,1,Songs/P!nk - Stupid Girls.mp3,Songs/RepeatedPopularChorus/P!nk - Stupid Girls.wav
Adele,Easy On Me,0,Unpopular/Adele - Easy On Me (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Easy On Me (Official Lyric Video).wav
Taylor Swift,All Too Well (Taylor's Version),0,Unpopular/Taylor Swift - All Too Well (Taylor's Version) (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - All Too Well (Taylor's Version) (Lyric Video).wav
Adele,Oh My God,0,Unpopular/Adele - Oh My God (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Oh My God (Official Lyric Video).wav
Ed Sheeran,Shivers,0,Unpopular/Ed Sheeran - Shivers [Official Video].mp3,Unpopular/RepeatedUnpopularChorus/Ed Sheeran - Shivers [Official Video].wav
Adele,I Drink Wine,0,Unpopular/Adele - I Drink Wine (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - I Drink Wine (Official Lyric Video).wav
Adele,My Little Love,0,Unpopular/Adele - My Little Love (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - My Little Love (Official Lyric Video).wav
Adele,Can I Get It,0,Unpopular/Adele - Can I Get It (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Can I Get It (Official Lyric Video).wav
Adele,To Be Loved,0,Unpopular/Adele - To Be Loved (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - To Be Loved (Official Lyric Video).wav
Justin Bieber,Ghost,0,Unpopular/Justin Bieber - Ghost.mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Ghost.wav
Adele,Strangers By Nature,0,Unpopular/Adele - Strangers By Nature (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Strangers By Nature (Official Lyric Video).wav
Lil Nas X,Thats What I Want,0,Unpopular/Lil Nas X - THATS WHAT I WANT (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Lil Nas X - THATS WHAT I WANT (Official Video).wav
Adele,Cry Your Heart Out,0,Unpopular/Adele - Cry Your Heart Out (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Cry Your Heart Out (Official Lyric Video).wav
Luke Combs,Cold As You,0,Unpopular/Luke Combs - Cold As You (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Luke Combs - Cold As You (Official Video).wav
Adele,Hold On,0,Unpopular/Adele - Hold On (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Hold On (Official Lyric Video).wav
Adele,Woman Like Me,0,Unpopular/Adele - Woman Like Me (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Woman Like Me (Official Lyric Video).wav
Adele,Love Is A Game,0,Unpopular/Adele - Love Is A Game (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Adele - Love Is A Game (Official Lyric Video).wav
Juice WRLD,Already Dead,0,Unpopular/Juice WRLD - Already Dead (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Already Dead (Official Music Video).wav
Morgan Wallen,Sand In My Boots,0,Unpopular/Morgan Wallen - Sand In My Boots (The Dangerous Sessions).mp3,Unpopular/RepeatedUnpopularChorus/Morgan Wallen - Sand In My Boots (The Dangerous Sessions).wav
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),0,Unpopular/Taylor Swift - Message In A Bottle (Taylor's Version) (From The Vault) (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Message In A Bottle (Taylor's Version) (From The Vault) (Lyric Video).wav
Doja Cat,Woman,0,Unpopular/Doja Cat - Woman (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Doja Cat - Woman (Official Video).wav
Luke Combs,Doin' This,0,Unpopular/Luke Combs - Doin' This (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Luke Combs - Doin' This (Official Video).wav
Taylor Swift,State Of Grace (Taylor's Version),0,Unpopular/Taylor Swift - State Of Grace (Taylor's Version) (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - State Of Grace (Taylor's Version) (Lyric Video).wav
Travis Scott,Escape Plan,0,Unpopular/Travis Scott - ESCAPE PLAN (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Travis Scott - ESCAPE PLAN (Official Music Video).wav
Jonas Brothers,Who's In Your Head,0,Unpopular/Jonas Brothers - Who's In Your Head (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - Who's In Your Head (Official Video).wav
BTS,Permission To Dance,0,Unpopular/BTS Permission to Dance Official MV.mp3,Unpopular/RepeatedUnpopularChorus/BTS Permission to Dance Official MV.wav
Post Malone,Motley Crew,0,Unpopular/Post Malone - Motley Crew (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Post Malone - Motley Crew (Official Video).wav
Doja Cat,Ain't Shit,0,Unpopular/Doja Cat - Ain't Shit (Visualizer).mp3,Unpopular/RepeatedUnpopularChorus/Doja Cat - Ain't Shit (Visualizer).wav
Camila Cabello,Don't Go Yet,0,Unpopular/Camila Cabello - Don't Go Yet (Official Video - Extended Version).mp3,Unpopular/RepeatedUnpopularChorus/Camila Cabello - Don't Go Yet (Official Video - Extended Version).wav
DaBaby,Ball If I Want To,0,Unpopular/DaBaby - BALL IF I WANT TO (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/DaBaby - BALL IF I WANT TO (Official Video).wav
Olivia Rodrigo,Favorite Crime,0,Unpopular/Olivia Rodrigo - favorite crime (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Olivia Rodrigo - favorite crime (Lyric Video).wav
Olivia Rodrigo,Happier,0,Unpopular/Olivia Rodrigo - happier (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Olivia Rodrigo - happier (Lyric Video).wav
DaBaby,Red Light Green Light,0,Unpopular/DaBaby - Red Light Green Light (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/DaBaby - Red Light Green Light (Official Video).wav
Billie Eilish,NDA,0,Unpopular/Billie Eilish - NDA (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Billie Eilish - NDA (Official Music Video).wav
Olivia Rodrigo,Brutal,0,Unpopular/Olivia Rodrigo - brutal (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Olivia Rodrigo - brutal (Official Video).wav
Justin Bieber,Off My Face,0,Unpopular/Justin Bieber - Off My Face (Live from Paris).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Off My Face (Live from Paris).wav
DaBaby,Masterpiece,0,Unpopular/DaBaby - Masterpiece (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/DaBaby - Masterpiece (Official Video).wav
Justin Bieber,Deserve You,0,Unpopular/Justin Bieber - Deserve You (Visualizer).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Deserve You (Visualizer).wav
Morgan Wallen,Wasted On You,0,Unpopular/Morgan Wallen - Wasted On You (The Dangerous Sessions).mp3,Unpopular/RepeatedUnpopularChorus/Morgan Wallen - Wasted On You (The Dangerous Sessions).wav
Justin Bieber,Somebody,0,Unpopular/Justin Bieber - Somebody (Live from Paris).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Somebody (Live from Paris).wav
Ariana Grande,Santa Tell Me,0,Unpopular/Ariana Grande - Santa Tell Me (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Ariana Grande - Santa Tell Me (Official Video).wav
Lil Nas X,Holiday,0,Unpopular/Lil Nas X - HOLIDAY (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Lil Nas X - HOLIDAY (Official Video).wav
Ed Sheeran,Afterglow,0,Unpopular/Ed Sheeran - Afterglow [Official Performance Video].mp3,Unpopular/RepeatedUnpopularChorus/Ed Sheeran - Afterglow [Official Performance Video].wav
Eminem,Gnat,0,Unpopular/Eminem - GNAT (Directed by Cole Bennett).mp3,Unpopular/RepeatedUnpopularChorus/Eminem - GNAT (Directed by Cole Bennett).wav
Justin Bieber,Rockin' Around The Christmas Tree,0,Unpopular/Justin Bieber - Rockin' Around The Christmas Tree (Audio).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - Rockin' Around The Christmas Tree (Audio).wav
Carrie Underwood,Favorite Time Of Year,0,Unpopular/Carrie Underwood - Favorite Time Of Year (Official Audio Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Favorite Time Of Year (Official Audio Video).wav
Taylor Swift,Champagne Problems,0,Unpopular/Taylor Swift - champagne problems (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - champagne problems (Official Lyric Video).wav
Morgan Wallen,7 Summers,0,Unpopular/Morgan Wallen - 7 Summers.mp3,Unpopular/RepeatedUnpopularChorus/Morgan Wallen - 7 Summers.wav
Taylor Swift,'Tis The Damn Season,0,Unpopular/Taylor Swift - ‘tis the damn season (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - ‘tis the damn season (Official Lyric Video).wav
Harry Styles,Golden,0,Unpopular/Harry Styles - Golden (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Harry Styles - Golden (Official Video).wav
BTS,Life Goes On,0,Unpopular/BTS Life Goes On Official MV.mp3,Unpopular/RepeatedUnpopularChorus/BTS Life Goes On Official MV.wav
BTS,Blue & Grey,0,Unpopular/Blue & Grey.mp3,Unpopular/RepeatedUnpopularChorus/Blue & Grey.wav
BTS,Stay,0,Unpopular/Stay.mp3,Unpopular/RepeatedUnpopularChorus/Stay.wav
Morgan Wallen,Somebody's Problem,0,Unpopular/Morgan Wallen - Somebody’s Problem (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Morgan Wallen - Somebody’s Problem (Official Lyric Video).wav
Morgan Wallen,Still Goin Down,0,Unpopular/Morgan Wallen - Still Goin Down (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Morgan Wallen - Still Goin Down (Official Lyric Video).wav
Shawn Mendes,Wonder,0,Unpopular/Shawn Mendes - Wonder.mp3,Unpopular/RepeatedUnpopularChorus/Shawn Mendes - Wonder.wav
BTS,Fly To My Room,0,Unpopular/내 방을 여행하는 법.mp3,Unpopular/RepeatedUnpopularChorus/내 방을 여행하는 법.wav
BTS,Telepathy,0,Unpopular/BTS Telepathy MTV Unplugged.mp3,Unpopular/RepeatedUnpopularChorus/BTS Telepathy MTV Unplugged.wav
BTS,Dis-ease,0,Unpopular/BTS Dis-ease Lyrics [Color Coded Lyrics_Han_Rom_Eng].mp3,Unpopular/RepeatedUnpopularChorus/BTS Dis-ease Lyrics [Color Coded Lyrics_Han_Rom_Eng].wav
Miley Cyrus,Midnight Sky,0,Unpopular/Miley Cyrus - Midnight Sky (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Miley Cyrus - Midnight Sky (Official Video).wav
Morgan Wallen,Livin' The Dream,0,Unpopular/Morgan Wallen - Livin’ The Dream (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Morgan Wallen - Livin’ The Dream (Official Lyric Video).wav
Morgan Wallen,Cover Me Up,0,Unpopular/Morgan Wallen - Cover Me Up.mp3,Unpopular/RepeatedUnpopularChorus/Morgan Wallen - Cover Me Up.wav
Juice WRLD,Conversations,0,Unpopular/Juice WRLD - Conversations (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Conversations (Official Audio).wav
Juice WRLD,Blood On My Jeans,0,Unpopular/Juice WRLD - Blood On My Jeans (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Blood On My Jeans (Official Audio).wav
Juice WRLD,Righteous,0,Unpopular/Juice WRLD - Righteous (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Righteous (Official Video).wav
Pop Smoke,Got It On Me,0,Unpopular/POP SMOKE - GOT IT ON ME (OFFICIAL VIDEO).mp3,Unpopular/RepeatedUnpopularChorus/POP SMOKE - GOT IT ON ME (OFFICIAL VIDEO).wav
Juice WRLD,Titanic,0,Unpopular/Juice WRLD - Titanic (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Titanic (Official Audio).wav
Juice WRLD,Stay High,0,Unpopular/Juice WRLD - Stay High (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Stay High (Official Audio).wav
Juice WRLD,Bad Energy,0,Unpopular/Juice WRLD - Bad Energy (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Bad Energy (Official Audio).wav
Pop Smoke,Something Special,0,Unpopular/Pop Smoke - Something Special (Audio).mp3,Unpopular/RepeatedUnpopularChorus/Pop Smoke - Something Special (Audio).wav
Juice WRLD,Up Up And Away,0,Unpopular/Juice WRLD - Up Up And Away (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Up Up And Away (Official Audio).wav
Juice WRLD,Fighting Demons,0,Unpopular/Juice WRLD - Fighting Demons (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Fighting Demons (Official Audio).wav
Juice WRLD,Man Of The Year,0,Unpopular/Juice WRLD - Man Of The Year (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Man Of The Year (Official Audio).wav
Juice WRLD,Can't Die,0,Unpopular/Juice WRLD - Can't Die (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Can't Die (Official Audio).wav
Juice WRLD,Screw Juice,0,Unpopular/Juice WRLD - Screw Juice (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Screw Juice (Official Audio).wav
The Weeknd,In Your Eyes,0,Unpopular/The Weeknd - In Your Eyes (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - In Your Eyes (Official Audio).wav
The Weeknd,Alone Again,0,Unpopular/The Weeknd - Alone Again (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Alone Again (Official Audio).wav
The Weeknd,After Hours,0,Unpopular/The Weeknd - After Hours (Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - After Hours (Audio).wav
The Weeknd,Scared To Live,0,Unpopular/The Weeknd - Scared To Live (Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Scared To Live (Audio).wav
The Weeknd,Hardest To Love,0,Unpopular/The Weeknd - Hardest To Love (Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Hardest To Love (Audio).wav
Lady Gaga,Stupid Love,0,Unpopular/Lady Gaga - Stupid Love (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Lady Gaga - Stupid Love (Official Music Video).wav
The Weeknd,Too Late,0,Unpopular/The Weeknd - Too Late.mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Too Late.wav
The Weeknd,Snowchild,0,Unpopular/The Weeknd - Snowchild (Animated Video).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Snowchild (Animated Video).wav
The Weeknd,Escape From LA,0,Unpopular/The Weeknd - Escape From LA (Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Escape From LA (Audio).wav
The Weeknd,Faith,0,Unpopular/The Weeknd - Faith (Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Faith (Audio).wav
The Weeknd,Repeat After Me (Interlude),0,Unpopular/The Weeknd - Repeat After Me (Interlude) (Audio).mp3,Unpopular/RepeatedUnpopularChorus/The Weeknd - Repeat After Me (Interlude) (Audio).wav
Jonas Brothers,What A Man Gotta Do,0,Unpopular/Jonas Brothers - What A Man Gotta Do (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - What A Man Gotta Do (Official Video).wav
Sam Smith,To Die For,0,Unpopular/Sam Smith - To Die For.mp3,Unpopular/RepeatedUnpopularChorus/Sam Smith - To Die For.wav
Jonas Brothers,Like It's Christmas,0,Unpopular/Jonas Brothers - Like It's Christmas (Official Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - Like It's Christmas (Official Lyric Video).wav
Taylor Swift,Lover,0,Unpopular/Taylor Swift - Lover.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Lover.wav
Halsey,Graveyard,0,Unpopular/Halsey - Graveyard.mp3,Unpopular/RepeatedUnpopularChorus/Halsey - Graveyard.wav
DaBaby,VIBEZ,0,Unpopular/DaBaby - VIBEZ (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/DaBaby - VIBEZ (Official Music Video).wav
Juice WRLD,Let Me Know (I Wonder Why Freestyle),0,Unpopular/Juice WRLD 'Let Me Know (I Wonder Why Freestyle)' (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD 'Let Me Know (I Wonder Why Freestyle)' (Official Audio).wav
Doja Cat,Candy,0,Unpopular/Doja Cat - Candy (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/Doja Cat - Candy (Lyrics).wav
Billie Eilish,All The Good Girls Go To Hell,0,Unpopular/Billie Eilish - all the good girls go to hell.mp3,Unpopular/RepeatedUnpopularChorus/Billie Eilish - all the good girls go to hell.wav
Kanye West,Follow God,0,Unpopular/Kanye West - Follow God.mp3,Unpopular/RepeatedUnpopularChorus/Kanye West - Follow God.wav
Katy Perry,Never Really Over,0,Unpopular/Katy Perry - Never Really Over (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Katy Perry - Never Really Over (Official Video).wav
Taylor Swift,The Archer,0,Unpopular/Taylor Swift - The Archer (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - The Archer (Lyric Video).wav
Halsey,Nightmare,0,Unpopular/Halsey - Nightmare (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/Halsey - Nightmare (Lyrics).wav
Jonas Brothers,Cool,0,Unpopular/Jonas Brothers - Cool (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - Cool (Official Video).wav
Beyonce,Before I Let Go,0,Unpopular/Beyoncé - Before I Let Go (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Beyoncé - Before I Let Go (Official Audio).wav
Carrie Underwood,Southbound,0,Unpopular/Carrie Underwood - Southbound (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Southbound (Official Music Video).wav
Nicki Minaj,MEGATRON,0,Unpopular/Nicki Minaj - MEGATRON.mp3,Unpopular/RepeatedUnpopularChorus/Nicki Minaj - MEGATRON.wav
Imagine Dragons,Bad Liar,0,Unpopular/Imagine Dragons - Bad Liar.mp3,Unpopular/RepeatedUnpopularChorus/Imagine Dragons - Bad Liar.wav
Lil Baby,Pure Cocaine,0,Unpopular/Lil Baby - Pure Cocaine (Audio).mp3,Unpopular/RepeatedUnpopularChorus/Lil Baby - Pure Cocaine (Audio).wav
Billie Eilish,Wish You Were Gay,0,Unpopular/Billie Eilish - wish you were gay (Audio).mp3,Unpopular/RepeatedUnpopularChorus/Billie Eilish - wish you were gay (Audio).wav
Juice WRLD,Hear Me Calling,0,Unpopular/Juice WRLD - Hear Me Calling.mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Hear Me Calling.wav
Chris Brown,Undecided,0,Unpopular/Chris Brown - Undecided (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Undecided (Official Video).wav
Juice WRLD,Empty,0,Unpopular/Juice WRLD - Empty (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Empty (Official Audio).wav
Carrie Underwood,Love Wins,0,Unpopular/Carrie Underwood - Love Wins (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Love Wins (Official Video).wav
Katy Perry,Cozy Little Christmas,0,Unpopular/Katy Perry - Cozy Little Christmas.mp3,Unpopular/RepeatedUnpopularChorus/Katy Perry - Cozy Little Christmas.wav
Luke Combs,She Got The Best Of Me,0,Unpopular/Luke Combs - She Got the Best of Me.mp3,Unpopular/RepeatedUnpopularChorus/Luke Combs - She Got the Best of Me.wav
Lil Wayne,Uproar,0,Unpopular/Lil Wayne - Uproar ft. Swizz Beatz (Official Music Video) ft. Swizz Beatz.mp3,Unpopular/RepeatedUnpopularChorus/Lil Wayne - Uproar ft.wav
XXXTENTACION,BAD!,0,Unpopular/XXXTENTACION - BAD! (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/XXXTENTACION - BAD! (Official Music Video).wav
Ariana Grande,Imagine,0,Unpopular/Ariana Grande - imagine (Audio).mp3,Unpopular/RepeatedUnpopularChorus/Ariana Grande - imagine (Audio).wav
Camila Cabello,Consequences,0,Unpopular/Camila Cabello - Consequences (orchestra).mp3,Unpopular/RepeatedUnpopularChorus/Camila Cabello - Consequences (orchestra).wav
Juice WRLD,Armed And Dangerous,0,Unpopular/Juice WRLD - Armed & Dangerous (Directed by Cole Bennett).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - Armed & Dangerous (Directed by Cole Bennett).wav
Billie Eilish,Ocean Eyes,0,Unpopular/Billie Eilish - Ocean Eyes (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Billie Eilish - Ocean Eyes (Official Music Video).wav
Drake,Mob Ties,0,Unpopular/Mob Ties.mp3,Unpopular/RepeatedUnpopularChorus/Mob Ties.wav
Juice WRLD,All Girls Are The Same,0,Unpopular/Juice WRLD - All Girls Are The Same (Directed by Cole Bennett).mp3,Unpopular/RepeatedUnpopularChorus/Juice WRLD - All Girls Are The Same (Directed by Cole Bennett).wav
Carrie Underwood,Cry Pretty,0,Unpopular/Carrie Underwood - Cry Pretty (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Cry Pretty (Official Video).wav
twenty one pilots,Jumpsuit,0,Unpopular/twenty one pilots - Jumpsuit (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/twenty one pilots - Jumpsuit (Official Video).wav
Kanye West,All Mine,0,Unpopular/Kanye West - All Mine (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Kanye West - All Mine (Lyric Video).wav
Billie Eilish,You Should See Me In A Crown,0,Unpopular/Billie Eilish - you should see me in a crown (Vertical Video).mp3,Unpopular/RepeatedUnpopularChorus/Billie Eilish - you should see me in a crown (Vertical Video).wav
Drake,Emotionless,0,Unpopular/Emotionless.mp3,Unpopular/RepeatedUnpopularChorus/Emotionless.wav
Drake,Can't Take A Joke,0,Unpopular/Can’t Take A Joke.mp3,Unpopular/RepeatedUnpopularChorus/Can’t Take A Joke.wav
Meghan Trainor,No Excuses,0,Unpopular/Meghan Trainor - No Excuses.mp3,Unpopular/RepeatedUnpopularChorus/Meghan Trainor - No Excuses.wav
P!nk,Beautiful Trauma,0,Unpopular/P!NK - Beautiful Trauma (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/P!NK - Beautiful Trauma (Official Video).wav
Chris Brown,Tempo,0,Unpopular/Chris Brown - Tempo (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Tempo (Official Video).wav
XXXTENTACION,The Remedy For A Broken Heart (Why Am I So In Love),0,Unpopular/the remedy for a broken heart (why am I so in love).mp3,Unpopular/RepeatedUnpopularChorus/the remedy for a broken heart (why am I so in love).wav
Post Malone,Candy Paint,0,Unpopular/Post Malone - Candy Paint (The Fate of the Furious - The Album) [Official Audio].mp3,Unpopular/RepeatedUnpopularChorus/Post Malone - Candy Paint (The Fate of the Furious - The Album) [Official Audio].wav
